SNP,Chromosome,Position,Pvals
CD28,2,203706736,0.031246484
APC,5,112707718,0.03128514
PA2G4,12,56104779,0.031312219
ST18,8,52113202,0.031346886
AP2A1,19,49782038,0.031351556
CTSB,8,11845130,0.031366204
CA10,17,51633488,0.031423292
H2AFV,7,44834514,0.03153832
SH3RF1,4,169106857,0.031643971
PLA2G2A,1,19975708,0.031669378
C1orf141,1,67093057,0.031723018
HSD17B14,19,48813179,0.031723134
JCAD,10,30017893,0.031808702
SEC61A2,10,12133303,0.031842437
FOCAD,9,20715366,0.031942038
TAB1,22,39399824,0.032032088
TPPP3,16,67390194,0.032113936
HMGN4,6,26545315,0.032145174
PLCD4,2,218615935,0.032287504
HGD,3,120628382,0.032425233
TP53I11,11,44934904,0.032444081
LMX1B,9,126614487,0.032501259
ZNF613,19,51940641,0.032525381
UBN2,7,139231487,0.032529949
UTP11,1,38012803,0.032623721
AKR1C2,10,4995320,0.03267741
STXBP6,14,24812726,0.032696137
LAMTOR3,4,99884076,0.032843668
PRRG4,11,32830606,0.032898567
CASTOR2,7,75008010,0.0329196
ZNF625,19,12145311,0.032928466
ADCY5,3,123284618,0.03309238
ZNF721,4,441695,0.033123949
NBL1,1,19643318,0.033130262
MYL3,3,46859480,0.033220405
PHKG2,16,30748837,0.0332901
GUCA2A,1,42162910,0.033291892
DPP8,15,65446886,0.033348877
SEMA3G,3,52435623,0.033357445
BCL7C,16,30834980,0.033436307
JAKMIP2,5,147591679,0.03348731
ASZ1,7,117363640,0.033493168
ZDHHC2,8,17156740,0.033571143
MOB3B,9,27330609,0.033581135
OLR1,12,10159887,0.033616938
FSCN3,7,127593896,0.033920931
AKNAD1,1,108816177,0.033961231
EXTL3,8,28716081,0.034001116
DCUN1D4,4,51843252,0.034101168
OR4X2,11,48245132,0.034239379
TRAF1,9,120905070,0.034320087
CD3D,11,118339221,0.034418157
KCND3,1,111776126,0.034441678
MOS,8,56112993,0.034537562
WDR73,15,84643474,0.034572322
CACNG7,19,53914563,0.034663849
NPY,7,24285314,0.034665825
ZNF365,10,62376272,0.034847887
LARGE2,11,45922889,0.034853421
PCGF3,4,733685,0.03485926
ME3,11,86441286,0.034892013
CTU1,19,51098602,0.034960853
PEX10,1,2405768,0.035141201
GDAP1L1,20,44247348,0.035158892
MRS2,6,24403047,0.035181103
HLX,1,220879867,0.035216585
ZDHHC13,11,19117257,0.035223513
VCAM1,1,100720499,0.035341113
PIGN,18,62045869,0.035370293
URAD,13,27978226,0.035434153
MYL6,12,56158404,0.035461786
RGMA,15,93045033,0.035514041
SPTBN5,15,41849887,0.035670214
TRIM3,11,6449041,0.035686944
H2AFJ,12,14774504,0.035722838
TRAPPC1,17,7930622,0.035804476
PRPF31,19,54123795,0.03587618
RABEP2,16,28904953,0.035913617
C1QTNF2,5,160349192,0.03597809
GAR1,4,109816187,0.036075819
TSPAN2,1,115050501,0.036358551
MFSD11,17,76738359,0.036376147
SPRR2B,1,153070632,0.036428353
GOLGB1,3,121664528,0.03647892
LRP10,14,22872313,0.036507352
TIRAP,11,126290902,0.036529627
EBF2,8,25844620,0.036733789
BCL11A,2,60452605,0.036737637
TMEM163,2,134456725,0.036769088
SLC35F4,14,57564155,0.036785417
ARPC2,2,218217513,0.036815361
WFIKKN1,16,631260,0.03690496
FXYD2;FXYD6-FXYD2,11,117820674,0.036941248
ATP8B1,18,57648496,0.036942773
SLC30A2,1,26039260,0.036961195
PCDH12,5,141945390,0.036966652
ADAMTS15,11,130449109,0.037102862
HIVEP3,1,41510458,0.03717366
S100A7L2,1,153437103,0.037179254
PIGC,1,172441811,0.0371916
CARTPT,5,71719300,0.037304853
P2RY11;PPAN-P2RY11,19,10113636,0.037403893
SHANK2,11,70473017,0.03741024
THAP5,7,108564223,0.037477571
ANKS6,9,98736542,0.037493204
CCDC102A,16,57512764,0.037502135
LHX5,12,113463198,0.037649356
CD5L,1,157833236,0.037675989
MTA2,11,62593900,0.037885474
ESCO2,8,27775519,0.038037818
OSBPL7,17,47808391,0.038095585
SCIN,7,12570817,0.038099137
MEIS3,19,47406505,0.038119519
GRXCR2,5,145859771,0.038127608
C21orf59-TCP10L;TCP10L,21,32576780,0.038163003
KCNJ4,22,38426814,0.038351031
PATZ1,22,31326898,0.038406323
ILDR2,1,166920714,0.038414074
LCE1F,1,152776451,0.038415948
OR51B2,11,5323376,0.038421449
CD6,11,60971881,0.038426471
NPTX2,7,98617486,0.03844574
WDR87,19,37884949,0.038452507
PPP1CA,11,67398552,0.038546197
ITGB7,12,53191588,0.038552157
C3orf58,3,143972360,0.038580646
ATP8A1,4,42414656,0.038614662
LRRC57,15,42545099,0.038666557
SERAC1,6,158111397,0.03869213
EAF2,3,121835320,0.038703684
WDR34,9,128633751,0.03872694
IFNAR1,21,33325061,0.038777556
ST20,15,79898938,0.038916309
RIN1,11,66332292,0.038996537
SREK1,5,66144409,0.039163215
FREM2,13,38687366,0.039309408
C1orf146,1,92231432,0.039313957
VPS26B,11,134225135,0.039325367
ZSCAN22,19,58334903,0.039325428
CDC123,10,12196289,0.039326604
CYB5R1,1,202962537,0.039343077
GABRR3,3,97986693,0.039360552
HIP1,7,75538183,0.039500519
TSSK2,22,19131401,0.039606197
ANXA3,4,78554477,0.039623591
SPATA3,2,230996243,0.03962713
NDN,15,23686256,0.039669818
NR1D1,17,40093921,0.03967391
GBP4,1,89185261,0.039771153
RPL17;RPL17-C18orf32,18,49489370,0.039771292
PRR19,19,42309611,0.039938327
DOLPP1,9,129081142,0.039964947
PNLIPRP2,10,116621326,0.040044754
HP,16,72056174,0.040046459
DMAP1,1,44213757,0.040053387
PRKACB,1,84078354,0.04006159
IGFL1,19,46229781,0.040086415
OR4X1,11,48263868,0.040109525
NANP,20,25616140,0.040139158
NUPR2,7,56116029,0.040190103
SLITRK5,13,87675399,0.040250128
THNSL1,10,25023239,0.040358006
ZNF350,19,51964856,0.040365814
ZNF879,5,179025011,0.04044344
PANX1,11,94129427,0.040444994
KIF20B,10,89705341,0.040518102
NRSN2,20,349720,0.040528364
CARD14,17,80181454,0.040542227
RASGEF1C,5,180111466,0.040675838
RPS23,5,82276423,0.040676768
DKK3,11,11964473,0.040748315
ANLN;KIAA0895,7,36390029,0.040832239
RBM24,6,17281642,0.04086486
SCNM1;TNFAIP8L2-SCNM1,1,151166990,0.040896162
UBAP1L,15,65093098,0.041009123
TTC7B,14,90541400,0.041123019
C14orf132,14,96086522,0.041139877
CEND1,11,788265,0.041289391
RABGGTB,1,75786272,0.041348977
IQGAP3,1,156526599,0.041380497
ACSM2B,16,20537261,0.041381878
CYP2C19,10,94762706,0.041634117
CLASP2,3,33498659,0.041811696
PSMA8,18,26134009,0.041873533
ZNF32,10,43644070,0.041952013
PSMD5,9,120817931,0.041997177
SLC7A7,14,22773612,0.042048219
ERI2,16,20780648,0.042162328
MON1B,16,77191504,0.042278603
COG1,17,73193127,0.042345872
RBM11,21,14216192,0.042350847
ARL1,12,101396497,0.042361688
JAM2,21,25639825,0.042423864
ERFE,2,238161621,0.042556345
DMRTA2,1,50418783,0.042611968
BCKDHB,6,80106710,0.042630078
TLX1,10,101131563,0.0426573
TEX29,13,111320891,0.042697414
RLN2,9,5300124,0.042783689
MPPED2,11,30388893,0.042805246
C7orf61,7,100456760,0.04293415
HSF2BP,21,43592238,0.042968352
SCRN1,7,29924006,0.043090681
RGS11,16,269306,0.043102435
C17orf75,17,32333445,0.043141809
CILP2,19,19538359,0.043189354
RBM28,7,128310804,0.04320957
TOR4A,9,137278697,0.043316007
OPTC,1,203496013,0.04350675
EMILIN3,20,41361269,0.043541352
XYLT1,16,17108705,0.043544107
TNFRSF6B,20,63696817,0.043609909
HNRNPK,9,83970264,0.043744451
KCNV1,8,109968132,0.043758137
HAGH,16,1809291,0.043806363
CDAN1,15,42724497,0.043857955
ZNF292,6,87155653,0.043921451
QDPR,4,17487210,0.043933003
SORL1,11,121452347,0.043998144
SYNJ2BP;SYNJ2BP-COX16,14,70373088,0.043998952
FBXW8,12,116911050,0.044039678
SH2B2,7,102285161,0.044121764
AKAP8,19,15354948,0.044129334
GABRG3,15,26971536,0.044240357
GATA4,8,11708382,0.044347392
S100A16,1,153607550,0.044375397
C1orf21,1,184477564,0.044431389
MATR3,5,139307623,0.044476582
SFXN3,10,101034764,0.044500295
SFMBT2,10,7163778,0.044507053
SMG1,16,18811776,0.044556798
PLXNA1,3,126988598,0.044580238
C15orf32,15,92472267,0.044612572
SASS6,1,100085332,0.044716427
G2E3,14,30586733,0.044779247
RAE1,20,57354064,0.044798269
RIMKLB,12,8713949,0.044864934
USP16,21,29027914,0.044877149
F2R,5,76716315,0.044877938
CNDP2,18,74501366,0.044889904
FAM19A5,22,48489599,0.04490826
POMT2,14,77277431,0.044911796
KYNU,2,142885417,0.044933273
MAP3K10,19,40192033,0.044942302
HIST1H2AI,6,27808268,0.045017933
PTH,11,13492449,0.045138707
ATOH7,10,68231242,0.045240385
PCDHB3,5,141100671,0.045401119
KCNN3,1,154708026,0.045532619
REV3L,6,111300051,0.045613514
PIK3R1,5,68226779,0.045636059
EYA4,6,133382437,0.045640923
ASCL3,11,8937618,0.045715245
FANCD2OS,3,10104243,0.04577017
PIGX,3,196712578,0.045772472
C20orf24,20,36605979,0.045849157
ACTA1,1,229431534,0.045918038
C14orf28,14,44900479,0.045920816
PKNOX2,11,125351340,0.045975381
LCN6,9,136744667,0.046035818
FAM3B,21,41316882,0.046198716
HPS4,22,26453307,0.04630893
RPL36AL,14,49618894,0.046326157
CLEC2D,12,9669744,0.046351896
ZFR,5,32355858,0.046375184
MAP4K4,2,101790736,0.046444017
FAM50B,6,3849898,0.046460894
ARHGAP40,20,38601949,0.046466235
OSBP,11,59576645,0.046475095
TRIM60,4,165040075,0.046498401
RASAL2,1,178094493,0.04657257
PIGP,21,37065644,0.046628444
TES,7,116210722,0.046651055
YEATS4,12,69362800,0.046661448
CYB5R2,11,7665381,0.046742974
RERE,1,8355109,0.046954071
ATP6V0A1,17,42460911,0.046984162
HINT3,6,125957077,0.047013402
NUP155,5,37292036,0.047180552
TMIE,3,46701492,0.047206523
KRTAP12-4,21,44654294,0.047217419
SFTPA1,10,79611638,0.047220061
CHMP1B,18,11851532,0.047243269
REEP6,19,1491273,0.047377187
RRP36,6,43021657,0.0475037
SH2D4A,8,19313785,0.047512956
REG4,1,119794625,0.047518946
CACNB2,10,18140767,0.04752023
LSAMP,3,115810327,0.047614538
RAVER2,1,64745174,0.047624887
IPO7,11,9384767,0.047692623
C11orf86,11,66975403,0.047697378
FOXF2,6,1389963,0.047875882
ZNF750,17,82830179,0.047950042
B3GNT9,16,67149302,0.047968068
NUP210L,1,153992846,0.048004125
RUBCN,3,197675055,0.048086446
NCMAP,1,24595444,0.048113236
SPINK5,5,148070360,0.048174376
NAT16,7,101172092,0.048205601
MMS22L,6,97149904,0.048229301
AHSA1,14,77458260,0.048246093
NDRG3,20,36653537,0.048377783
4-Mar,2,216259343,0.048434663
BHLHE23,20,63006061,0.048513694
RABGEF1,7,66771885,0.048531138
KRTAP27-1,21,30337086,0.048588356
AKR1C1,10,4963452,0.04862547
SLC35B2,6,44254757,0.048678887
SLIT2,4,20253885,0.048701144
SLX1A;SLX1B,16,29457641,0.048718861
KDELR2,7,6462989,0.048811753
NKPD1,19,45151954,0.048815475
TRAPPC5,19,7682270,0.048816565
BRPF3,6,36200336,0.04882244
CLEC6A,12,8456134,0.048828992
ADAM10,15,58597558,0.048944615
TARBP2,12,53501452,0.04901101
TBC1D2,9,98199407,0.049080276
PRMT2,21,46644328,0.049275758
FAM69C,18,74436524,0.049334369
LOC101927322,18,58671550,0.049368299
ZCCHC8,12,122473508,0.049442718
GATA2,3,128481114,0.049459952
EIF3D,22,36511531,0.0494821
TPCN1,12,113226818,0.049609874
GABRA4,4,46928229,0.049618642
GABPA,21,25741643,0.049677252
USP49,6,41798687,0.04968847
ILF2,1,153662440,0.04973525
ADAM20,14,70522609,0.049739914
C17orf97,17,410343,0.049869011
PSMF1,20,1118774,0.049929057
CPO,2,206939624,0.050019269
NNMT,11,114296598,0.050100896
CARS,11,3005378,0.050218911
TMEM225B,7,99604396,0.050294926
KANK2,19,11166560,0.050352748
FUBP3,9,130579709,0.050453368
FUT3,19,5843771,0.050552216
HAND1,5,154475827,0.050630846
FAM240A,3,46612685,0.050760195
PLEKHG1,6,150683776,0.05081308
FABP4,8,81478869,0.050821589
SLC9A1,1,27100329,0.050867129
OR5M11,11,56542413,0.050880176
C19orf33,19,38304381,0.051017961
RPUSD2,15,40569344,0.051103503
LTB4R,14,24315676,0.051162591
BLCAP,20,37518931,0.051309856
STX7,6,132460771,0.051365717
TMEM212,3,171843386,0.051471675
LRRC73,6,43507249,0.051554077
PIK3CD,1,9710459,0.051567514
PLOD2,3,146070830,0.051783839
TAOK1,17,29467158,0.051925789
GADL1,3,30728247,0.051974816
CTSH,15,78922156,0.052035014
CDC42SE2,5,131359537,0.05205252
HK3,5,176881080,0.052100215
PHOSPHO2,2,169700987,0.052131404
C1QTNF6,22,37182193,0.052205988
CD300E,17,74612679,0.052239796
PRKAA2,1,56645427,0.052296318
RRM1,11,4102002,0.052296505
STX10,19,13144423,0.052305934
MPV17,2,27309916,0.0523587
ZNF511,10,133308952,0.052395606
WNT4,1,22120073,0.052433963
RASSF9,12,85804808,0.052448702
SLC25A11,17,4937760,0.05253417
TRNAU1AP,1,28553115,0.052585316
SCUBE2,11,9021068,0.052599655
GLOD4,17,769916,0.052718265
IGF2BP2,3,185645542,0.053004582
PNKP,19,49861253,0.053096766
OTOR,20,16748405,0.053107049
ARMC2,6,108854301,0.053250146
NKX2-8,14,36580905,0.053393797
IP6K3,6,33722820,0.053446869
MAPK8IP2,22,50600850,0.05345084
AGMO,7,15201308,0.053505405
MAPRE2,18,34978515,0.053610205
UFD1,22,19450692,0.053640744
DMXL2,15,51448994,0.053648758
CSN1S1,4,69932557,0.053814674
NOB1,16,69742378,0.05383035
ACADVL,17,7217153,0.053848448
EBF3,10,129840847,0.053910744
HMGN3,6,79201696,0.053942015
THSD7B,2,136882206,0.05397566
HFM1,1,91261300,0.054188062
NDUFB8,10,100523859,0.054252295
CUL5,11,108009361,0.054376231
FGF14,13,101722883,0.054424976
NBR1,17,43175821,0.05443775
SYTL2,11,85695271,0.054509153
MBOAT4,8,30132048,0.054510554
ZNFX1,20,49247278,0.054589504
CCAR1,10,68722524,0.054601396
HMGA2,12,65825320,0.054640519
CRKL,22,20917969,0.054683131
PCSK9,1,55039860,0.054769964
CEP250,20,35462458,0.054853467
TMEM52,1,1917912,0.054905418
CUZD1,10,122832289,0.054954649
PAIP2,5,139363810,0.054984573
TACSTD2,1,58576189,0.055051891
LOC100506127,11,76381890,0.055053573
PLAC4,21,41179176,0.055171116
PDZRN4,12,41188493,0.055247342
CENPS;CENPS-CORT,1,10430519,0.055286087
SLC3A1,2,44275543,0.055300697
LMF1,16,854551,0.055337137
RGS13,1,192644342,0.055384383
POPDC3,6,105158512,0.05541712
ZNF589,3,48241178,0.055542312
TFEC,7,115940572,0.055551854
GPX2,14,64939529,0.055624552
GIMAP6,7,150627720,0.055636763
KYAT1,9,128833633,0.055959412
MITD1,2,99169423,0.056113412
MEFV,16,3243149,0.056122286
CST3,20,23633951,0.056181703
KIF3B,20,32309863,0.056216741
ABCD3,1,94418483,0.056268404
SMYD2,1,214281256,0.056299461
WDFY3,4,84672963,0.056309947
PRRC2A,6,31636227,0.056469829
FGF17,8,22042942,0.056475216
AANAT,17,76466222,0.056483025
TRAPPC6B,14,39154212,0.056540155
PDE6A,5,149860929,0.056568927
SUPT20H,13,37009723,0.056570635
MIP,12,56451322,0.056670798
LCOR,10,96949064,0.056701571
DZIP1L,3,138062820,0.056739805
GRIN2C,17,74843307,0.056899547
MYO3B,2,170199221,0.056983186
CDIPT,16,29859206,0.057071437
COG7,16,23388949,0.057085171
DNAH5,5,13691986,0.057114673
UBL5,19,9828863,0.057132329
SIRPB2,20,1476171,0.057278797
KDR,4,55079946,0.057471516
MAP6D1,3,183817357,0.057531525
C1QTNF7,4,15435801,0.05755069
RBCK1,20,408749,0.05765415
ARFGAP3,22,42797596,0.057698442
CALB1,8,90060183,0.057703313
GPSM2,1,108885538,0.057723836
BORCS5,12,12357486,0.057763028
LARS,5,146114110,0.057770677
EYS,6,63720604,0.057862912
ORAI2,7,102438984,0.057926455
SNX21,20,45833926,0.058014137
ZNF776,19,57750844,0.058018796
SEC62,3,169966853,0.058051353
GCN1,12,120127916,0.058057912
EDNRB,13,77896458,0.058085416
PROC,2,127419956,0.058131685
INSRR;NTRK1,1,156842117,0.058172919
KCNJ15,21,38299280,0.058189242
PDK2,17,50097492,0.058190466
LYRM1,16,20915556,0.058199654
SLC9B1,4,102901190,0.058293134
CALU,7,128748364,0.058294875
ARNTL,11,13354316,0.058405473
CSN3,4,70244870,0.058436574
ITGB2,21,44886773,0.058465378
MTERF3,8,96239561,0.058557272
GNGT2,17,49206776,0.058637552
BAIAP3,16,1334672,0.058677992
GIMAP7,7,150519979,0.058726327
EFNA2,19,1286175,0.058746378
TUBGCP4,15,43376098,0.05884327
CDHR1,10,84194761,0.058911416
FBXO18,10,5895088,0.058960606
CYGB,17,76528588,0.059039257
ADIG,20,38581281,0.059091816
MYL4,17,47209460,0.059235156
SLC25A3,12,98593982,0.059272437
KIN,10,7756105,0.059322851
PTGES3L;PTGES3L-AARSD1,17,42970315,0.059343893
PBX1,1,164559831,0.059394099
UPF2,10,11921302,0.059414765
GPX3,5,151020693,0.059699506
DDX31,9,132594895,0.059702996
ZAR1L,13,32303937,0.05971673
PSG5,19,43170099,0.059720654
RSPH14,22,23059476,0.059799798
MTERF1,7,91873625,0.059807775
POLR2F,22,37959394,0.059909413
GDI2,10,5766048,0.060036388
TAF1C,16,84178991,0.060153742
PTGER4,5,40681000,0.060187272
ST8SIA2,15,92394149,0.060230713
MCMBP,10,119831569,0.060247193
SMURF2,17,64546285,0.060344549
MPHOSPH10,2,71130694,0.060350261
XRN2,20,21303468,0.060351437
AGFG2,7,100539354,0.060493979
SYT17,16,19173478,0.060539066
SERPINI2,3,167449367,0.060658364
SORBS3,8,22554514,0.060685784
ELK3,12,96223579,0.060720529
SLC26A3,7,107765875,0.060855619
FAM177A1,14,35046489,0.060918799
VPS51,11,65096263,0.06093716
3-Sep,22,41977065,0.060948603
RPL18A,19,17861297,0.061053692
RIPK4,21,41740863,0.061066528
NDUFS7,19,1387831,0.061156777
C1QA,1,22637627,0.061324126
CLTCL1,22,19180743,0.061359925
CMAS,12,22046331,0.06147585
LYZL4,3,42397282,0.061497927
ZNF304,19,57351677,0.061565113
GAP43,3,115663843,0.06162656
TFB2M,1,246541081,0.061709533
CAPZB,1,19339594,0.061737506
EMC8,16,85779748,0.061757143
GRIK4,11,120660328,0.061806261
LIN37,19,35748753,0.061876084
OR2A14,7,144129151,0.061960551
EPPIN-WFDC6;WFDC6,20,45537992,0.062068259
VPS13C,15,61854538,0.062235426
CWH43,4,48986453,0.062245019
ADRB2,5,148826844,0.062246866
BMP4,14,53950136,0.062286861
NELL1,11,20669736,0.062303623
SSBP2,5,81428649,0.06244043
H2AFY2,10,70075663,0.062444275
DPP7,9,137110665,0.06247823
TMEM259,19,1010372,0.062572631
HIST1H2AH,6,27147131,0.06258719
CLHC1,2,55175854,0.062613638
AFAP1L2,10,114296050,0.062666645
PPP1R13B,14,103735173,0.062743842
MRPL38,17,75898891,0.062761472
MUC13,3,124908160,0.062769049
SYPL2,1,109466880,0.062972872
CD300LG,17,43847220,0.063031987
DHDH,19,48933723,0.063126174
PAX7,1,18631608,0.063250252
LOC100506422,9,26114398,0.063262112
RHBDL1,16,676109,0.063320705
PSMB7,9,124353602,0.063387358
OR51E2,11,4681757,0.063426584
MROH8,20,37102743,0.063487423
TIPIN,15,66336999,0.063497364
SLC13A3,20,46560099,0.063516416
APOBEC3C,22,39015600,0.06357609
ZC3H12A,1,37475506,0.063612107
ZFYVE27,10,97738503,0.063762286
TOMM7,7,22818010,0.063767334
C3orf80,3,160225819,0.063784151
ZBBX,3,167242529,0.0638693
BAG4,8,38176876,0.064005324
KIAA1109,4,122175883,0.064102577
MMP15,16,58026352,0.064171316
OR14A16,1,247814810,0.064216004
CCDC169,13,36227206,0.064345445
FADS1,11,61802915,0.064347847
TRIB1,8,125430918,0.064457
TEX50,1,173635541,0.064549719
ZAR1,4,48490299,0.064592957
GTF2F1,19,6380301,0.06468014
PRDM2,1,13731024,0.064680691
NEK6,9,124257706,0.064769799
FADS3,11,61873860,0.064791762
PRELID3A,18,12407977,0.064799528
TMEM184B,22,38221515,0.064868182
TMEM205,19,11342871,0.065056035
ZMYND10,3,50341442,0.065131585
STK32B,4,5051891,0.065188302
C6orf201,6,4087642,0.065281801
ZNF571,19,37564651,0.065281837
CR1L,1,207645234,0.065294803
TNFAIP2,14,103126515,0.065516721
TCAP,17,39665391,0.06587657
ENDOG,9,128818701,0.065913881
OR5H2,3,98282906,0.065947123
SERPINB11,18,63710204,0.066090134
EPHB2,1,22781422,0.0661288
CRY2,11,45847250,0.066313101
BEST4,1,44784263,0.066430284
DSP,6,7541917,0.06644597
C1QL1,17,44960303,0.066478055
OSTM1,6,108049267,0.066631215
CDK9,9,127787534,0.066696495
SRGN,10,69088182,0.066840469
ZNF433,19,12014877,0.066907969
ZNF563,19,12318594,0.066953452
PSEN1,14,73148090,0.067248835
NLRP5,19,55999756,0.067276827
SDHD,11,112086941,0.067295802
CFH,1,196652122,0.067296068
FZD9,7,73434026,0.067309847
RNF181,2,85595782,0.067333188
PARD3,10,34111221,0.067446967
ADAM32,8,39211223,0.067537059
TFF3,21,42313518,0.067615701
RPS5,19,58388175,0.067684728
KCNAB1,3,156120637,0.067695495
C15orf41,15,36579887,0.067772492
TMEM101,17,44011953,0.067777227
PURB,7,44884444,0.067841413
TTC16,9,127716148,0.067843095
CST4,20,23685899,0.067870044
LRRC46,17,47832132,0.06789651
FAM13B,5,137940232,0.06799582
MED23,6,131587743,0.067999854
INA,10,103277213,0.068048892
HOXD12,2,176099816,0.068055405
OR52E8,11,5856789,0.068097816
GNB4,3,179401278,0.068241939
APOA4,11,116820880,0.068321171
KRTAP10-8,21,44612129,0.06836604
ZNF250,8,144881618,0.068436392
HBG2,11,5253309,0.068506767
ANKRD60,20,58218508,0.06854796
KRT1,12,52675216,0.068685967
SPNS3,17,4433972,0.068694045
SNRPB2,20,16731752,0.068726894
SATB2,2,199272216,0.068740368
MAN1A1,6,119179824,0.068779559
CHD3,17,7884860,0.06882349
CCDC3,10,12898418,0.068872383
HADHA,2,26191265,0.068872858
NCOA6,20,34715338,0.068983921
UQCRC1,3,48599157,0.069063708
DNAH9,17,11598503,0.069113773
CYP17A1,10,102830736,0.069132694
FZD8,10,35639422,0.069292067
TAF4B,18,26226992,0.069331384
PPL,16,4883395,0.069339269
PRPF19,11,60891222,0.06934113
STAC,3,36380684,0.069361791
FBXL17,5,107861731,0.069378095
ZFP82,19,36392748,0.069423727
CCDC140,2,222303906,0.069639353
SLX4IP,20,10556234,0.069674953
PRDM4,12,107734208,0.069721395
ZNF599,19,34759035,0.069783868
ETV5,3,186048656,0.069812611
COX7A2,6,75240327,0.069843041
MCEMP1,19,7677148,0.070005238
AKAP8L,19,15380139,0.070218569
SCP2,1,52927410,0.070354856
OR51I2,11,5453513,0.070362719
SLC24A2,9,19516164,0.070470228
CTSE,1,206010224,0.070470556
CCDC115,2,130339124,0.070507793
STK40,1,36341799,0.07069382
AMOTL1,11,94768513,0.070763584
ASCL4,12,107775225,0.070765331
OR5K2,3,98497702,0.070804986
TACO1,17,63601171,0.070822754
COQ4,9,128322859,0.070826427
GTF3C1,16,27461394,0.070865158
ADGRB1,8,142464238,0.07092049
MARK3,14,103386069,0.071153291
ZNHIT1,7,101218202,0.071161741
UNCX,7,1233081,0.07127789
GPRC5C,17,74432067,0.071331324
PIAS2,18,46812438,0.071442498
ZNF708,19,21293286,0.071498143
ACER3,11,76860986,0.071650306
ACP1,2,264965,0.071712241
DYNC1I1,7,95804779,0.071755072
